arabizi_sentence,english_translation
Masalan Jeff Bezos aw Bill Gates keno 3andun ahel aghniya w keno bi ma7al sa7 w wa2et sa7.,"For example, Jeff Bezos or Bill Gates had rich parents and were at the right place at the right time."
Ya3ne inta ma fik balesh Amazon aw Microsoft l-yom le2an hinne mawjudeen.,"I mean, you can't start Amazon or Microsoft today because they already exist."
"Tene matal Threads, l-app tab3ul Mark Zuckerberg.","Another example is Threads, Mark Zuckerberg's app."
Threads mish mohemme le2an twitter aw bluesky aw mostodon mawjudeen.,Threads isn't important because Twitter or Bluesky or Mastodon exist.
Te3reefe la naje7 ken 3am yetghayyar men wa2et la wa2et.,My definition of success has been changing from time to time.
"Lamma ana kenet sgheer, kenet fakker naje7 ino ykun 3andak massari ktir.","When I was young, I used to think success meant having a lot of money."
Bas halla2 bfakker ino naje7 fiyo kaza taree2a.,But now I think success can be in several ways.
"Iza rbe7et lotto, khaberne 3an khutta la ela w shi wa7ad la l-3alam.","If you win the lottery, tell me about your plan for yourself and one thing for the world."
Bfakker l-3afw shi mni7 bas mish kill jarime bten7all bi l-3afw.,I think forgiveness is a good thing but not every crime can be solved with forgiveness.
Bfakker ino qisas shi 3adel le2an mish l-jarime is made equally.,I think that retribution is fair because not all crimes are made equally.
"Ya3ne, l-2atel lezim yet3a2ab aktar men gharame.","I mean, the murderer must be punished more than tax evasion."
L-3iqab lezim yesewe l-jarime w natīje lezim tsewe rade3.,The punishment must fit the crime and the result must serve as a deterrent.
Ma bfakker ino izza inta btesru2 tikhsar 2idak bas fi rad.,"I don't think that if you steal you should lose your hand, but there is retribution."
I3kilha wa tawakkal,Tie your camel and put your trust in God.
S3a ya 3abede ta is3a ma3ak,God says: work for it my slave so I work with you.
awal fikra ino allah 3ando l-ikhtiyar 3a nes,The first idea is that God has the choice over people.
Noo7 ken ma baddo fayadan 3a l-2ared bas allah ken baddo,"Noah did not want a flood on earth, but God wanted it."
Noo7 ma khtar ino huwwe yibne l-safine,Noah did not choose to build the ark himself.
tene fikra ino allah 3ando l-ikhtiyar w kil nes 3andun l-ikhtiyar kamen,The second idea is that God has the choice and all people have the choice too.
l-3adra ma khtaret iza ma bada tkun emm allah,The Virgin did not choose whether she wanted to be the mother of God.
ana jebet may 3a l-beit,I brought water to the house.
zeed sikkar 3a l-2ahwe,Add sugar to the coffee.
"zedet l-7arara lyom, w sar fi shames","The temperature rose today, and the sun came out."
Koul li-nafsak wa ilbas li-l-nas,"Eating is for yourself, but dressing is for people."
"Ana bfakker ino 7asab shakhes mashhoor, iza byekhsar 7alo aw la.","I think it depends on the famous person, whether they lose themselves or not."
Ana bfakker kamen ino 7asab iza shakhes sar mashhoor ka sghir aw kbir.,I also think that it depends if the person got famous as a child or as an adult.
Bfakker ino fi forsa sghire elun yekhsaro 7alun iza 3andun wa2et yebno shakhsiyetun aw la.,I think there is a lower chance of them losing themselves if they have already had time to build their personality or not.
"Huwe sar ketib mashhoor ba3ed ma met bi 3asher sneen, huwe tshike yehude w ken men mujtama3 lezim ye7ko bi l-almane mish bi tshikiyye, bas huwe ma ken y7eb hayda shi.","He became a famous writer ten years after he died. He was a Czech Jew, and he was from a society where they had to speak German, not Czech, but he didn't like that."
"Shtaghal absha3 wazeefe bi l-3alam, ken mwazzaf yektub ta2areer la l-3immel yalli sar ma3un isabat khilel l-3amal.",He worked the worst job in the world; he was an employee writing reports for the workers who had injuries during work.
Ken yekrah ra2esmeliyye bi wa2et kill nes kenet terkud ta3mul masaré.,He hated capitalism at a time when all people were running to make money.
Ma 2ebel yeshteghel ma3 bayyo bi sherke w faddal yeb2a bi wazeefe ma b7ebba.,He refused to work with his father in the company and preferred to stay in a job he didn't like.
Ken yshuf 7alo shakhes feshil bi kil shi.,He saw himself as a failure in everything.
Shakhes ma bye2dar yet2aklam ma3 l-3alam yalli 3ayesh fi.,A person who couldn't adapt to the world he lived in.
"Lamma katab 2isset l-insen yalli we3e la2a 7alo sarsoor, awal shi fakkar ino kif baddo yru7 3a l-wazeefe.","When he wrote the story of the man who woke up and found himself a cockroach, the first thing he thought about was how he would go to the job."
Metel ka2inno wujud kil insen mertebet bi l-wazeefe bas.,As if the existence of every human is linked to the job only.
"Kafka ken ze3len 3a nes yalli saro 3abeed la l-wazeefe, w 3a l-insen yalli sar 3abed la l-masaré.","Kafka was sad for the people who became slaves to the job, and for the human who became a slave to money."
"Kafka 2abel ma ymut talab men rfee2o ye7ro2 kill kitibo, bas rfee2o shtaghal 3asher sneen w nashar kel kutub kafka le2an shef ino hayde ketub mhemme.","Kafka, before he died, asked his friend to burn all his books, but his friend worked for ten years and published all of Kafka's books because he saw that these were important books."
"Kafka ma ken bya3ref 2imet 7alo, bas huwe ahamm ketib katab 3an mu3anet l-insen bi 3aser l-ra2smeliyye.","Kafka didn't know his own value, but he is the most important writer who wrote about human suffering in the age of capitalism."
Ken yektub.,He used to write / He was writing.
Ken yekrah.,He used to hate.
Sar mashhoor.,He became famous.
Saro 3abeed.,They became slaves.
Ma 2ibel.,He did not accept / refused.
Ma byi2dar.,He cannot.
Ma ken y7ib.,He didn't used to like.
Hitler ma 2ibel ino ma n2abel bi madrase fann.,Hitler refused to not be accepted into art school.
"Sar mashoor ma3 ""Mein kampf"" ba3ed ma fall min l-7abes bi almanyia.","He became famous with ""Mein Kampf"" after he got out of prison in Germany."
l-Yehud saro 3abeed ba3ed ma Hitler sar ra2ees.,The Jews became slaves after Hitler became president.
Ba3ed ma sar l-ijtiye7 Hitler met.,"After the invasion happened, Hitler died."
Ana ba3te2id enno el-nes byit3allamo el-kheir men ahaliyun w inta?,"I believe that people learn to be good from their families, and you?"
Ana wefa2et.,I agreed.
Ma bfakker ino l-fitra min tufule hiyye l-kheir.,I don't think that the innate nature from childhood is goodness.
Ana ba3te2id inno waled saf7a bayda ya3ne waled ma bfakkero bi sharr bas hinney byit3allamo min ahaliyun aw l-bi2a.,"I believe that a child is a blank page, meaning a child doesn't think of evil, but they learn it from their families or the environment."
Bi ra2iye ya3ne ino saf7a bayda bi tabee3et l-waled ya3ne hinney fitretun l-kheir bas akid lezim yet3allamo l-kheir.,"In my opinion, the blank page is in the nature of the child, meaning their innate nature is goodness, but they certainly have to learn to be good."
Ma khel2o ma3 mayl la sharr bas hinney byet3allamo sharr.,"They aren't born with a disposition for evil, but they learn to be evil."
Inta katabet jemle 7elwe.,You wrote a nice sentence.
Hayde l-kelme sa3be.,This word is difficult.
Lesh el-sekte?,Why the silence?
Akid ana ma 3ande jnun l-3azame ta sade2 ino fi kawkab bi sama bado ya3tine sa3ade bas akeed ma 3ande meni3 bulling kil nes li abrajun 7ayawenet.,"Of course, I don't have grandiosity delusions to believe that there is a planet in the sky that wants to give me happiness, but I definitely have no problem bullying all the people whose zodiac signs are animals."
Burj huwe anjad 3ilm zeyif.,Horoscopes are really a pseudoscience.
Ya3ne ma bsade2 ino l-kwakib aw 3ilm el-falak bt2irilna l-mousta2bal.,"I mean, I don't believe that the planets or astronomy read our future for us."
Bas heyde tasliye mni7a.,But this is good entertainment.
A7yenan bheb ino l-burj ykun ha2i2a bas bass iza tawa22o3e mnee7.,"Sometimes I like the horoscope to be true, but only if its prediction is good."
Kill yom subu7 emme bte7dar l-burj 3a televison bas huwwe deyman mnee7.,"Every morning my mom watches the horoscope on television, but it's always good."
"Men zamen, l-almas ma ken elo ha l-2eeme l-kbire yalli mna3refa l-yom.","A long time ago, diamonds didn't have this great value that we know today."
"l-2issa ballashet bi Jnoub Afri2ya senet 1867, lamma muzere3 la2a 7ajra btelma3 7ad naher, w tol3et almas!","The story began in South Africa in 1867, when a farmer found a shining rock near a river, and it turned out to be a diamond!"
"Faj2a, l-kill sar baddo ye7fur w yfattesh 3a l-kanez.","Suddenly, everyone wanted to dig and search for the treasure."
"Bi haydak l-wa2et, tele3 shabb Britani esmo Cecil Rhodes.","At that time, a British young man named Cecil Rhodes appeared."
Ha zalame ken 3ando tumu7 mesh tabee3e yseer men taba2a l-ghanye.,This man had an incredible ambition to become part of the wealthy class.
"Bi zaka w khebes, sar yeshteri l-manajem wa7ad wara tene, w assas sherket De Beers.","With intelligence and wickedness, he started buying mines one after another, and founded the company De Beers."
"Cecil 3eref shaghle mhemeh ktir: iza l-almas sar mawjoud bi kill maken, se3ro byenzel deghre.","Cecil knew a very important thing: if diamonds became available everywhere, their price would drop immediately."
"Kermel heik, sar ykhabbe l-almas bi l-makhazen w y2oul la l-3alam enno nader kteer ta yghalle se3ro.","Because of this, he started hiding diamonds in warehouses and telling people they are very rare to raise their price."
Bas l-2issa ma kholset hon.,But the story didn't end here.
"Bi tletinyet, l-mabee3at nezelet bi sabab l-azme l-iqtisadiye.","In the thirties, sales dropped due to the economic crisis."
Hon sherke 3amlet akbar 7amle i3leniyye bi terikh!,Here the company carried out the biggest advertising campaign in history!
"Ana3o shabeb enno l-almas la l-abad, w enno shabb lezim yedfa3 rateb shahren ta yeshteri khatem almas la khatibto ka ramez la l-7ob l-7a2i2e.","They convinced young men that diamonds are forever, and that a young man must pay two months' salary to buy a diamond ring for his fiancée as a symbol of true love."
"W heik, battal l-almas 7ajar, sar 7elem w tha2afe 3and l-kill.","And so, diamonds were no longer just a stone, they became a dream and a culture for everyone."
l-7a2i2a hiyye enno l-almas ghale bas le2anno fi sherke 2arraret tet7akkam bi l-3ared w tel3ab bi 32oul nes.,The truth is that diamonds are expensive only because there is a company that decided to control the supply and play with people's minds.
"W hala2, sorna kelna mnesadde2 enno l-7ob ma byekmal bala ha l-7ajar yalli bi l-asel ken 7ajar rkhis w mtwaffer bi kitra!","And now, we all became believing that love isn't complete without this stone that was originally a cheap stone available in abundance!"
Hayde ashal tari2a nkhalle l-jemle atwal bala ma nghayyer kteer.,This is the easiest way to make the sentence longer without changing much.
"Mnesta3mel who, which, that, where, whose la yzidou details.","We use who, which, that, where, whose to add details."
"Bel A2, mnesta3mel and, but, so ktir.","In A2, we use and, but, so a lot."
Lezim njarreb haydol l-structures.,We have to try these structures.
Ma nesta3mel l-verb la 7alo.,We don't use the verb on its own.
"Kill verb lezim ykoun ma3o adverb, w kel noun ma3o adjective.","Every verb should have an adverb with it, and every noun an adjective."
"La nkhabber ossa, badna nest3amel sequence kermel l-jemle ma tbayyen choppy.","To tell a story, we need to use sequencing so the sentence doesn't seem choppy."
"Ma daroure nesta3mil kteer passive, bas fina nballesh nesta3melo ta nghayyer l-focus.","It's not necessary to use the passive a lot, but we can start using it to change the focus."
"Ma3 enno ken fi shite awey, 2arrarna nroo7 nemshe bi l-jnayne.","Although it was raining heavily, we decided to go for a walk in the park."
"Ana daraset kill l-leil, bas ana l2eet l-imti7an kteer sa3eb.","I studied all night; however, I still found the exam quite difficult."
"Le2an ta2es 7elo l-yom, ni7na lezim nroo7 na3mul re7le barra.","Since the weather is beautiful today, we should have a picnic outside."
"Raa7 l-bus 3le, kirmel heik huwe t2akhar 3an ejtime3 mohem.","He missed the bus; therefore, he was late for the important meeting."
"L-hotel ken ktir ndeef, zyede 3an heik l-mwazafeen keno ktir met3awneen.","The hotel was very clean; furthermore, the staff were incredibly helpful."
"Ana b7eb esma3 musi2a rock, bi wa2et enno ekhte bt7eb musi2a classique.","I prefer listening to rock music, whereas my sister loves classical music."
Enta ma ra7 tet7assan bi l-inglize ella iza tmarranet te7ke kill yom.,You won't improve your English unless you practice speaking every day.
Enta fik tru7 3a l-7afle bi sharet enno tkhalles fardak bi l-awal.,You can go to the party provided that you finish your homework first.
Fi ktir lighat la l-7ubb w l-karam wa7ad menna.,"There are many languages for love, and generosity is one of them."
Tabekh la 7ada fi ktir karam le2an inta bt2ade wa2et w btesruf masare la dayfak.,Cooking for someone has a lot of generosity because you spend time and money on your guest.
Enak Te3zum dyuf 3a beitak ya3ne t2addemlun 7imeye w salem.,Inviting guests to your home means you offer them protection and peace.
Khassatan bi wa3et l-mawered 2aleele btfarje ta2deer la dayf.,"Especially in times of scarce resources, this shows appreciation for the guest."
"El-sahar bi lebnen mish bass ra2as, houwwe tari2a la nikhfe el-ghassa li bi 2albna.",Partying in Lebanon isn't just dancing; it's a way to hide the heartache in our hearts.
Libnen huwe wejen.,Lebanon is two-faced.
Mayle we7de fi ktir party w rafahye w farah mzayyaf w mayle tene fi ktir fawda w sira3 taba2e.,"On one side there's a lot of partying, luxury, and fake joy, and on the other side there's a lot of chaos and class struggle."
"Batal 2essetna huwe docteur John Kellogg, w hayda zalame ma ken mujarrad khabir taghziye, ken mahwoos bi nadafe l-jasadiye w rou7iye la daraje mish tabi3iye.","The hero of our story is Dr. John Kellogg, and this man wasn't just a nutrition expert; he was obsessed with physical and spiritual cleanliness to an unnatural degree."
"Bi l-2aren tase3 3ashar, ken Kellogg ydir masa77a bi Battle Creek bi America, w ken mou2men bi nazariye gharibe 3ajibe: enno l-2akel tayyeb l-mbahhar huwe asel kill l-balawi l-akhla2iye.","In the 19th century, Kellogg ran a sanitarium in Battle Creek in America, and he believed in a very strange theory: that tasty, spicy food was the root of all moral calamities."
"7asab ra2yo, la7me w l-bharat btekhalle dam shabeb yfoor w bt7affiz 3andon raghabat w khataya lazem ten2ama3.","According to his opinion, meat and spices made young people's blood boil and stimulated desires and sins that needed to be suppressed."
"Fa 2arrar yekhteri3 2akel ykoun 2imme bi l-malal w ykoun neshif w bala ta3me, kermal yehadde a3sab nes w ykhalliyon yrakzo bi sala w sheghel w bass.","So he decided to invent a food that was the pinnacle of boredom, dry and tasteless, to calm people's nerves and keep them focused only on prayer and work."
"Bi yowm men l-iyam, ken huwe w khayyo Will 3am y7awlo yotbokho 2ame7 masloo2, fa tarakou w fallo.","One day, he and his brother Will were trying to cook boiled wheat, so they left it and walked away."
"Lamma rej3o, la2o l-2ame7 nishif w sar 2ase.","When they returned, they found the wheat had dried out and become hard."
"Badal ma ykebbou, jarrabo ymarr2ou bi makanit roll, fa tele3 ma3on 3a shekel ra2ayi2 neshfe.","Instead of throwing it away, they tried running it through a rolling machine, and it came out as dry flakes."
Hammasouha w 2addamouha la l-marda bi l-mistashfa ka 2akel taher byeksir raghbe w byehazzib nafes.,They toasted them and served them to the patients in the hospital as a pure food that breaks desire and disciplines the soul.
Hon ballashit l-mishkle bayn l-ikhwe.,This is where the trouble started between the brothers.
"Will ken shater bel business, 2allo la khayyo: Ya John, hayda l-2akel metel l-carton, ma 7ada ra7 yeshteri! Khalline zid 3le shwayyet sikkar ta ysir tayyeb.","Will was clever with business, and he told his brother: John, this food is like cardboard, nobody will buy it! Let me add a little sugar to make it tasty."
John jann jnouno!,John went ballistic!
Sarakh fi w 2allo: Baddak tfassid akhla2 l-2imme bi sikkar? Hayda 2akel la l-3iffe mish la talazzouz!,"He yelled at him and said: You want to corrupt the morals of the nation with sugar? This is food for chastity, not for pleasure!"
"Bass Will ma radd 3le, w sara2 l-fikra, zed 3le sikkar, w assas sherkit Kellogg's yalli mna3rifa l-yom.","But Will didn't respond to him, and he stole the idea, added sugar, and founded the Kellogg's company that we know today."
"W heik, l-2akle yalli n3amalit kermel tkoun 3i2eb w temna3 raghabat, saret hiye terwi2a l-mofadale la l-3alam killo la2ana tayybe w 7elwe.","And so, the meal that was made to be a punishment and a suppressant of desires became the favorite breakfast of the whole world because it's tasty and sweet."
"Tkheyyal inno kill mla32it Corn Flakes 3am tekila l-yom, ken l-mafroud tkoun frem la shahwetak 7asab khettit docteur John!",Just imagine that every spoonful of Corn Flakes you eat today was supposed to be a brake for your desires according to Dr. John's plan!
"Bi Battle Creek America, ken fi khayyen John w Will.","In Battle Creek, America, there were two brothers, John and Will."
John ken hakim w mudir masa77a.,John was a doctor and the director of a sanitarium.
John ken yheb l-malal w huwwe ma ken yheb l-bharrat bi akel.,John liked boredom and he didn't like spices in food.
Ba3den John farja Will terwi2to l-jdeede bas Will ma 7abba.,Then John showed Will his new breakfast but Will didn't like it.
Bas Will ken 3ando fikra ino y7ott sikkar 3a ra2ayi2 corn.,But Will had an idea to put sugar on the corn flakes.
W ba3den Will be3 ta7et esem Kellogg's corn flakes.,And then Will sold it under the name Kellogg's corn flakes.
Badde jammel l-wared,I want to make the roses beautiful.
Adde m3ashak?,How much is your salary?
Lesh ba3dak msh mjawwaz?,Why aren't you married yet?
"Ma fi 7ada bishi3, fi 7ada ma ma3o masare.","There is no one who is ugly, there is only someone who doesn't have money."
l-Alman ktir 7shriyye.,Germans are very nosy.
Bi almanya aktar nes byra2bo nes tenyeen.,"In Germany, most people watch other people."
Mn2ellun stare.,We call them 'stare'.
"Masalan, lamma bru7 3a dekene, fi sittet biyittala3o fiye, le2an ana manzare 3arabe.","For example, when I go to the store, there are women who stare at me, because I look Arab."
"El-mousi2a bi l-bet libnene mish bass fann, hiyye rou7 yalli btejma3na kilna sawa.",Music in the Lebanese home isn't just art; it's the spirit that gathers us all together.
"Bi Seattle, 3andun cafe 3arabe w kill subu7 hinney 3andun aghwe w Fairuz.","In Seattle, they have an Arabic café, and every morning they have coffee and Fairuz."
A7yanan 3andun ma3moul aw manaiche.,Sometimes they have maamoul or manakish.
"Lal asaf, hinne 3a Mercer Island w Julia w ana mnkaslen mnru7 la 3andun.","Unfortunately, they're on Mercer Island, and Julia and I are too lazy to go to their place."
bi-l beit hon w bi almanya ne7na mnesma3 mousi2a subu7 aw ghada.,"At home here and in Germany, we listen to music in the morning or at lunch."
Bas mnesma3 radio w mish la motreb ma3yan.,But we listen to the radio and not to a specific singer.
Hon bi université mnesma3 lofi 3a youtube ne7na w 3am nedrus.,Here at university we listen to lofi on YouTube while we study.
day3a bala mosi2a hiyye day3a mayte; sawt houwwe rou7 l-jabal.,A village without music is a dead village; the sound is the soul of the mountain.
"Lamma ana brou7 bi day3a, ana besma3 sawt l-3asfoor.","When I go to the village, I hear the sound of the bird."
Bas kill mara amou3 Nabil bye23ud bi nasbe w huwwe b7ott sawt 3asfoor 3a telephone.,"But every time, my uncle Nabil sits in a hunting spot and plays a bird's sound on his phone."
w ba3den mnetbukh l-3asfoor sghir 3a l-grill.,And then we cook the small bird on the grill.
Mnesma3 jeeran b7addro 3asha w l-jemi3 3am ysallo salat l-3asha.,"We hear the neighbors preparing dinner, and everyone is praying the evening prayer."
El-day3a hiyye l-maken yalli mnerja3lo kermel nle2e 7alna lamma l-madine dayyi3na.,The village is the place we return to in order to find ourselves when the city makes us lost.
"Ana wefa2et ma3 l-jimle, le2an kill as7abe byen2lo 3a day3a.","I agree with the sentence, because all my friends are moving to the village."
Shwayet ashab 3am yen2lo min Vienna 3a Frankfurt w b7eb 2en2ol 3a Frankfurt kamen.,Some friends are moving from Vienna to Frankfurt and I'd like to move to Frankfurt too.
l-mudun b7amso ktir bas l-day3a fiya 7ayet a7san.,"I feel the cities a lot, but the village has a better life."
"L-mādine bi lebnen ma btenem, mish la2enno btheb el-sahar, bas la2enno deyman fi shi baddo tasli7.","The city in Lebanon doesn't sleep, not because it loves staying up late, but because there is always something that needs fixing."
"Bi Frankurt, fi ktir sa2afe, bas bi yom 3ade aktar nes 3andun ahwe bi l-cafe w ba3den bru7o 3a shighel.","In Frankfurt, there is a lot of culture, but on a regular day most people have coffee at the cafe and then they go to work."
A7yenan hinne byekhdo sandwishe kamen.,Sometimes they take a sandwich too.
"Le2an fi ktir shitte bi almanya, ma fi el-hayet bi-share3.","Because there is a lot of rain in Germany, there is no life in the street."
"Ana bwefe2 ma3 'Al-3ilm fi-s-sighar, ka-n-naqsh 3ala al-hajar'.",I agree with 'Learning in youth is like engraving on stone.'
"Lamma re7et 3a jema3a bi california w ma 3ande shehede, ana kenet ktir khayef le2an ma 3ande shi.","When I went to a university in California and I didn't have a degree, I was very scared because I had nothing."
Mish akid iza shehede bi 'IT' aw 'Coding' ktir mni7a le2an AI ktir mni7 bi heyda shi.,I'm not sure if a degree in IT or Coding is very good because AI is very good at this thing.
"Koul ya ibni, el-la2me btishba3 el-2aleb abel el-ma3de.","Eat, my son; the bite fills the heart before the stomach."
Ma ba2 fiye ekul aktar,I can't eat anymore
Ana shbe3et,I'm full
Ana ma 3ande shahiye,I don't have an appetite
Teta tab3ule kenet tetbukh ahsan tabkhat.,My grandmother used to cook the best dishes.
Hiyye ken 3anda nafsa.,She had her own special touch (nafas).
Hiyye kenet tetbukh ahsan taboule aw batata mi2liyye.,She used to cook the best tabbouleh or fried potatoes.
Hiyye bt7ott 2alba bi-l akel.,She puts her heart into the food.
"El-cinema bi lebnen kenet 7elem kbir, w lyom saret mraye la wa2i3na sa3eb.","Cinema in Lebanon used to be a big dream, and today it has become a mirror to our difficult reality."
"Lama kenet sgheer, kenet bi day3a bi l-beit w ana btzakar ken 3anna televisionein bi 2udet l-a3de.","When I was little, I was in the village at the house and I remember we had two televisions in the living room."
Awal television ken rmede w kbir bas ma kena nesta3mlo.,The first television was grey and big but we didn't use it.
Tene television ken 3ando batterie w 3ando antenne w ken abyad w aswad.,The second television had a battery and had an antenna and was black and white.
Teta taba3oule kenet deyman testam3el television tene.,My grandmother always used the second television.
"Lama mama, baba, w ana kenna nru7 3a libnen 3a ras sine w kenna ne7dar bi l-abyad w l-aswad 3a television tene.","When mom, dad, and I used to go to Lebanon for New Year's, we used to watch in black and white on the second television."
"Abel, kenna niftikhir bi kil shi ajnabe. Lyom, l-iftikhar houwwe bi shi li mna3mlo bi idayna.","Before, we used to be proud of everything foreign. Today, the pride is in what we make with our own hands."
"Abel ma jiddo ymut, ken yshteghel bi ma3mal beton.","Before my grandfather died, he used to work in a cement factory."
"Bas, ana ma barif shu bya3mlo honik.","But, I don't know what they do there."
Jiddo ken yeshteghel honik min tleteen sine.,My grandfather worked there for thirty years.
Huwwe ken yftikhir inno shtaghal bi ma3mal beton w 3a 3eed tleteen sine akhad se3a hdiyye.,He was proud that he worked in a cement factory and on his thirty-year anniversary he received a watch as a gift.
Bay cousine ken ysale7 television aw radio aw frigo aw ayy shi tene.,My father's cousin used to fix televisions or radios or refrigerators or anything else.
Huwwe ken ktir mni7 bi taslee7 ayy shi.,He was very good at fixing anything.
"Lamma Julia kenet bi l-jem3a l-almnaiyye, kenet tru7 3a l-cafe khilel break w telte2e shab min maser w ismo Mohamed Ali.","When Julia was at the German university, she used to go to the cafe during break and meet a guy from Egypt named Mohamed Ali."
"Mohamed 7aka ino ibno 7akim bi almanya w iza Julia w ana batalna khatbeen, Julia talfanetlo.","Mohamed said that his son is a doctor in Germany, and if Julia and I are no longer engaged, Julia called him."
Bayy Julia hakim w emma saydalaniyye w hinney l-ta2o bi-l Mayo Mastifa bi Minesota.,"Julia's father is a doctor and her mother is a pharmacist, and they met at the Mayo Hospital in Minnesota."
John ken yedrus bi jem3et Notre Dame.,John was studying at the University of Notre Dame.
Bi Texas fi teknolojiya jdeede lamma l-aleb byente2el.,In Texas there is new technology for when the heart is transferred.
Ana w Julia mnru7 3a sou2 le2an 3am ntalla3 3a badle fakhme tefseel.,Julia and I go to the market because we're looking at a luxurious tailored suit.
Mnru7 3a mosammim w khayyat Butrus Saab.,"We go to a designer and tailor, Butrus Saab."
Butrus Saab mish mosammim 3alame bas huwe mahalle w rkhis.,Butrus Saab isn't a global designer but he's local and cheap.
2mesho mish mahalle bas fi tatriz.,His shirts aren't local but they have embroidery.
Moda taba3o mish aniqa aw mustadime.,His fashion isn't elegant or sustainable.
"Ma ba3rif lesh mnru7 3a Butrus Saab, bas iksiswarato basita.","I don't know why we go to Butrus Saab, but his accessories are simple."
Huwe mwazzaf bi Amazon.,He is an employee at Amazon.
Amazon samsar aw souk la taraf telet baye3.,Amazon is a broker or marketplace for third-party sellers.
Amazon ma 3andun khasara abadan w 3andun ktir rebe7.,Amazon has no losses at all and they have a lot of profit.
"Amazon 3andun sem3a 7elwe, bas ana ma ba3rif lesh.","Amazon has a good reputation, but I don't know why."
Kill khamis bi SLU fi souk muzare3een w ana btejir dollar ma3 berries.,Every Thursday in SLU there's a farmers' market and I trade a dollar for berries.
Cousine Michu ken 3ando forsa ta yru7 3a almanya.,Cousin Michu had an opportunity to go to Germany.
Huwe ballash a3malo bas 3andon ktir khasara le2an huwwe ma baddo ya3mul mafiwadat.,He started his business but they have a lot of losses because he doesn't want to negotiate.
Bi l-azme kill nes 3andun ta2aqlum w 3andun ibde3.,"In the crisis, all people have adaptation and they have creativity."
Bidun kahraba min dawle kill nes baddun ta2a badile.,"Without electricity from the state, all people want alternative energy."
Inhiyar l-iqtisad bya3mul I2tisad zell.,The collapse of the economy creates a shadow economy.
Ktir diyeb izza ma fi dawle le2an dawle btenhar.,There are a lot of wolves if there is no state because the state collapses.
"Ba3ed ma t2assas l-Hizb l-Qawmi, se7a l-lebneniyye shehdet weladet Hizb l-Kataeb bi senet l-1936.","After the Nationalist Party was established, the Lebanese scene witnessed the birth of the Kataeb Party in the year 1936."
Ken fi sira3 fekri ben ro2ya taba3 Antoun Saadeh la Souriya l-Kobra w-ro2yet Pierre Gemayel la Lebnen l-Kiyan.,There was an intellectual conflict between Antoun Saadeh's vision of Greater Syria and Pierre Gemayel's vision of Lebanon as an entity.
"W bi senet 1949, t2assas kamen l-Hizb l-Taqaddomi l-Ishtiraki 3a id Kamal Joumblatt.","And in the year 1949, the Progressive Socialist Party was also established at the hands of Kamal Joumblatt."
Hal ahzeb kenet 3am tne2ish w 3am tostodem ma3 ba3da kermel hawiyyet Lebnen ba3ed l-istiqlel.,These parties were debating and clashing with each other over the identity of Lebanon after independence.
Hal tanzimet saret juz2 asase men tarikhna l-siyasi yalli 3am n3isho l-yom.,These organizations became an essential part of our political history that we are living today.
T2assas Hizb l-Kataeb bi nisan 1936 3a id Pierre Gemayel w majmu3a men l-shabeb.,The Kataeb Party was established in April 1936 at the hands of Pierre Gemayel and a group of young men.
"l-fekra ejit ba3ed ma Gemayel sherak bi Olimpiyad Berlin, u3jeb bi tanzim shabeb honik.","The idea came after Gemayel participated in the Berlin Olympics, he was impressed by the organization of the youth there."
l-hadaf l-asase ken khale2 tanzim lebneni 2awe bi2emin bi Lebnen Awalan w byerfod taba3iyye la barra aw mashari3 l-we7de l-souriye aw l-3arabiye.,The main goal was to create a strong Lebanese organization that believes in Lebanon First and rejects dependency on the outside or projects of Syrian or Arab unity.
l-Hizb le3eb dor me7wari ta y7aee2 l-istiqlel senet l-1943.,The Party played a pivotal role in achieving independence in the year 1943.
l-Kataebiyye nazzamo muzaharat ded l-intideb l-faransi w defa3o 3an l-Mithaq l-Watani.,The Kataeb organized protests against the French mandate and defended the National Pact.
"Bi hal mar7ale, baraz l-hizb ka 2ouwe wataniye btes3a la 7emayet kiyan Lebnen w siyadto.","In this stage, the party emerged as a national force seeking to protect the entity of Lebanon and its sovereignty."
Ma b7eb kif weslo la2en 2atel nes mish mnee7 - ana ma b7eb ino a7zeb libneniyye mikhtelfe yet2atalo ma3 ba3ed. 3unuf mish l-jaweb,I don't like how they got to it because killing people is not good - I don't like that different Lebanese parties fight with each other. Violence is not the answer.
T2assas l-hizb senet l-1958 3a id l-Ra2is Camille Shmoun ba3ed ma khelset welayto l-ri2asiye.,The party was founded in 1958 by President Camille Chamoun after his presidential term ended.
"Shmoun ken l-laqab taba3o l-Nemr, w fatret hokmo 3tabaret l-3asro l-dahabi la Lebnen, l-iqtisad shehed infiteh w izdihar ma sar metlo men abel.","Chamoun's nickname was 'the Tiger', and his rule period was considered the golden age for Lebanon; the economy witnessed openness and prosperity like never before."
l-hadaf ken l-hifaz 3al nizam l-liberali w ta3ziz hquq l-fard.,The goal was to preserve the liberal system and strengthen individual rights.
"Ma3 enno l-hizb t2assas ba3dain, bas Camille Shmoun ken men abraz abtal l-istiqlel.","Although the party was founded later, Camille Chamoun was among the most prominent heroes of independence."
